Steering,Speed
0.040844828037702716,3.0
0.03705480958782683,3.0
0.037118856131710454,3.0
0.037118856131710454,3.0
0.03710080081288677,3.0
0.03134028488654441,3.0
0.03134028488654441,3.0
0.028352049609114256,3.0
0.02390638807692022,3.0
0.021031984290395146,3.0
0.0031024750262065794,3.0
0.0017073764674325367,3.0
-0.02189033162823355,3.0
-0.034885209239372314,3.0
-0.04251040793729723,3.0
-0.06254638157238394,3.0
-0.07291788091542888,3.0
-0.08176322113610966,3.0
-0.08793775205456902,3.0
-0.07962373233459052,3.0
-0.10148974798529438,2.930854574188802
-0.11635320179892542,2.704083191602395
-0.1306228300005964,2.704083191602395
-0.20597513182266394,2.1821019647463142
-0.2103530626706495,2.0882254635756086
-0.23460034557030934,2.0882254635756086
-0.24158032422358136,2.1034683352426655
-0.2248978008439828,2.1034683352426655
-0.21488629334363551,2.1420896257859465
-0.18404216793696604,2.22686682710207
-0.1754689142825393,2.22686682710207
-0.16136468310315097,2.2488250022361305
-0.12629521683837772,2.2580426661563315
-0.05130594321660259,2.294357379072161
0.0006768531841239619,2.6478308603152017
0.055721918014538456,2.9439181373214818
0.055721918014538456,2.9439181373214818
0.10010439302197408,2.9439181373214818
0.11750285766822302,3.0
0.11607052640157808,3.0
0.06893934560717817,3.0
0.06893934560717817,3.0
-0.002636407074608547,3.0
-0.045051257373696335,3.0
-0.045051257373696335,3.0
-0.1707943118560585,3.0
-0.1707943118560585,3.0
-0.19405174242854026,3.0
-0.2165527199973942,3.0
-0.20000611141152277,3.0
-0.15230075192282844,3.0
-0.09713494018336144,3.0
-0.0578950006805556,3.0
0.000773400188465529,3.0
0.08326451100204309,3.0
0.12273077123902179,3.0
0.15183398439778434,3.0
0.1660993995690345,3.0
0.14306650750875569,3.0
0.1275442175118466,3.0
0.09707973284853846,3.0
0.05335041964985255,3.0
-0.002143946434750754,3.0
-0.055723112094065635,3.0
-0.055723112094065635,3.0
-0.1466196903617047,3.0
-0.21574378473200415,3.0
-0.24773940475126305,3.0
-0.24498598136727795,3.0
-0.22544945125900037,3.0
-0.20481164186824477,3.0
-0.16509295140183475,3.0
-0.11912849040654128,3.0
-0.056418005703678865,3.0
0.028523444924806306,3.0
0.14585864467544254,3.0
0.1811058768237662,3.0
0.2017564259545832,3.0
0.21831580958824204,3.0
0.19349696474201725,3.0
0.15802547537723532,3.0
0.11556269657000726,3.0
0.07051109366086021,3.0
0.0235454286752366,3.0
-0.03589774825503765,3.0
-0.11407826211923752,3.0
-0.16512987331686496,3.0
-0.19271251192104433,3.0
-0.19776223419918218,3.0
-0.16430685650331475,3.0
-0.13177533848352496,3.0
-0.05031164530489793,3.0
0.03750045374042706,3.0
0.05035600196629391,3.0
