Steering,Speed
-0.028804003880048726,5.0
-0.02961762654506595,5.0
-0.02774769205278006,5.0
-0.023021981430192195,5.0
-0.015547791131314484,5.0
-0.006372487557484164,5.0
0.007406439027765378,5.0
0.017933054989836997,5.0
0.01846846316479537,5.0
0.01350034170825176,5.0
0.0061612413179382465,5.0
-0.0037696240095454,5.0
-0.016441123206088364,5.0
-0.013763311605173563,5.0
-0.010629464322683907,5.0
-0.004237634079480067,4.676345792178552
0.004182818962341785,4.29335914706127
0.008860550559954643,4.117919679975042
-0.04991540011653403,4.012886961438309
-0.17128509410380924,3.9772202308317435
-0.25598114730731375,3.96741498505533
-0.3013388451992604,3.960649241290819
-0.2612692885866666,3.9597708356624555
-0.20942726038333392,3.95967073597334
-0.12011445375748289,3.9605870972660853
-0.029433635158194804,3.975248347850798
0.047699180256085494,4.0517786865193255
0.08932172347668599,4.190711107775492
0.10525489108487646,4.284053687535527
0.09956948954977958,4.511200958933727
0.0674445230594271,4.79514457423886
0.012750434068720983,5.0
-0.03737303549181292,5.0
-0.06517827634255315,5.0
-0.07688794773689078,5.0
-0.05513840278224471,5.0
-0.023063618826220936,5.0
0.0016841452955462268,5.0
0.022807292066967973,5.0
0.02436608344838069,5.0
0.032651570862475554,5.0
0.027299843509986123,5.0
0.0019417328290490283,5.0
-0.011486815200111454,5.0
-0.027781155826598493,5.0
-0.02579307992302617,5.0
-0.02421267272225521,5.0
-0.016355852301456406,5.0
0.0035622683412090224,5.0
0.02332780595492131,5.0
0.03858619888113198,5.0
0.044687677695387736,5.0
0.04405577527847822,5.0
0.024882943182206286,5.0
-0.002945061184367806,5.0
-0.016101942885770534,5.0
-0.02059819161397762,4.7120495610488735
-0.017938974802221144,4.3357870532484935
-0.012617979481004755,3.9396040786260054
-0.011855987435192967,3.548986053385594
-0.014326194357776503,3.2242194146092165
-0.013456613768321505,3.012348140299105
-0.3459824136287651,2.9123016310479866
-0.39583133751712907,2.8914996302523783
-0.3691928531090101,2.8875197557435373
-0.3809561873097681,2.8872440488512767
-0.3843698538788917,2.889112519808817
-0.3236191323142111,2.889112519808817
-0.2931509220235496,2.89186477558119
-0.2704477778400084,2.893566353917613
-0.1950106491696913,2.8974573045832335
-0.10907630497348295,2.9380291729561736
-0.014490745635800899,2.985155860282813
0.04177186849894296,3.0609286675072553
0.08450910255909667,3.297744727049122
0.08354198126482129,3.457593185516687
0.07910555415012821,3.811150996052171
0.05787920895749559,4.00928917407433
0.03611631388086059,4.356672555791146
0.01025146027176073,4.6714386048832095
-0.018296269177519083,4.960397046598628
-0.03706008838614712,5.0
-0.047389137232721736,5.0
-0.046686438211468916,5.0
-0.03095974336638169,5.0
-0.012711004606000222,5.0
0.000334731947513469,5.0
0.013760285646492053,5.0
0.015020645419395283,5.0
0.019471217485269948,5.0
0.01713568426789977,5.0
0.012950618021669557,5.0
0.004692565604424514,5.0
-0.0035267776554585694,5.0
-0.010811388340897454,5.0
-0.008947341956079399,5.0
-0.0006491482350330812,5.0
0.007625838418790669,4.854725826636464
0.012618470138718994,4.502155968008016
0.005845196188846326,4.133585024469354
-0.016090742901741846,3.592126234606241
-0.04538635731242783,3.287584117845264
-0.04846586625168298,3.1620563169995894
-0.05777342268826255,2.972833730586537
-0.18861134754537143,2.864319215305247
-0.3435854595365854,2.831049220521458
-0.36624014705122804,2.79191141373352
-0.36988073396307203,2.779200906134447
-0.3733277838231402,2.758209581066416
-0.3627024856642684,2.748518777931728
-0.28742871011469057,2.7415857943359265
-0.2765306519643547,2.7343958602195078
-0.22745508446626822,2.7343958602195078
-0.1605187494987309,2.7343958602195078
-0.09879385416826554,2.752310898687346
-0.0631140942068301,2.7754421533025324
-0.03320010865576821,2.8099729289451636
-0.020406060414397593,2.864522420394286
-0.03513563347492943,3.0237197747607176
-0.04746408152012085,3.126512074209323
-0.06641196465307034,3.3459088870062335
-0.06288878633454477,3.467166439337436
-0.06526001242775425,3.685840673436273
-0.05960390756777075,3.7839482337918575
-0.05423553197657035,3.9791433656747768
-0.04998479287775251,4.166914337669793
-0.03963366641460537,4.367864891004998
-0.029540045943234703,4.602414028310111
-0.010686147441288941,4.874045568495106
0.004460525547981698,4.946364810496322
0.023055477064424634,4.623641814473147
0.057107114474683515,4.1756834633245585
0.081714739461458,3.928412001365377
0.09118497232543911,3.7307704377568496
0.0886772536670111,3.5860210334453138
0.1250007728080181,3.494909738145272
0.18387417293141223,3.4708377518173035
0.18741520451803795,3.426834193275344
0.2268108015911703,3.3999963034904304
0.2117549498490146,3.3879426590131967
0.2095066488778559,3.3699913767459995
0.16695306892556064,3.36526517335784
0.12981175780312168,3.3630506401442797
0.07902611369116028,3.3659012299108246
0.04839181771742975,3.371143007894087
0.04497003885345552,3.389516689846259
0.06389550860318882,3.426680203185304
0.06901460422855683,3.452820087871973
0.10393462533298171,3.5182648553248694
0.13543585370591657,3.582871459932676
0.12362331980000583,3.593933882357869
0.13694288219697742,3.5629982082287195
0.15026142327097827,3.5376959410775353
0.12186338357846463,3.5289954238965726
