X,Y,Theta,Speed,Steering
0.0,0.0,0.0,0.0,0.0
0.4002970212235476,-0.027796511442031782,0.04563115649082435,0.0,0.0
0.4066291323999272,-0.04072366035301987,0.05099001771389589,0.0,0.0
0.39868851375427966,-0.05589914265273806,0.05667817819673063,0.0,0.0
0.4045114346048038,-0.02680718061254242,0.04467135198362637,0.2504159733777038,0.0
0.4185692044304245,-0.030584019572677038,0.05569268895877293,0.27509706045479754,0.0
0.4708834697485259,-0.0274972088652122,0.1217872065159343,0.3122573488630061,0.0
0.5129961301526729,-0.004649350644833364,0.1369798118482914,0.3208541320022185,0.0
0.5257711178067153,0.03179306770724383,0.1321142135855869,0.32168607875762617,0.0
0.5382369568280931,0.06855819150990909,0.1702363401608765,0.5684969495285636,0.0
0.6469976325687842,0.1115120880796294,0.20700037527667642,1.9215196894065447,0.0
0.8259433431978007,0.1698736039698578,0.2994276478728342,2.356350526899612,0.0
0.9875170434319676,0.21165648644515664,0.40575797929228086,2.2642817526344983,0.0
1.2893848758262583,0.32381989296385133,0.3633154406016723,2.786466999445369,0.0
1.527670043820892,0.392798392292078,0.2442712135906523,2.9561841375485303,0.0
1.9699068819586412,0.4375913407848006,-0.05481641987327226,3.1519689406544646,0.0
2.190855289783846,0.39093976063140906,-0.17779158354328903,3.213255684969495,0.0
2.472256500718345,0.30341270163888345,-0.28846109017789046,3.262895174708819,0.0
2.586995947921788,0.2620996648924944,-0.296461313556311,3.2787021630615643,0.0
2.9305631025657517,0.17325996206784988,-0.27974838648519723,3.3241819190238493,0.0
3.2314617056948163,0.11954455909170644,-0.1411518353220865,3.334997226844149,0.0
3.50804315552133,0.11094771315558276,0.01900214410238886,3.2778702163061566,0.0
3.6430557493074756,0.12566178192581046,0.07188623799595711,3.262617859123683,0.0
3.852913240558676,0.15077012491918743,0.09847047316602493,3.0990016638935107,0.0
4.170521830592394,0.15905187440788854,-0.0434082039392854,3.0873544093178036,0.0
4.315049486305607,0.14932402079862545,-0.1866779875797291,3.165557404326123,0.0
4.315049486305607,0.14932402079862545,-0.1866779875797291,3.165557404326123,0.0
4.872459405380612,-0.10880198871495039,-0.5214764488778548,2.7756516916250695,0.0
4.9912762898179155,-0.20103602247560617,-0.612478350570567,2.913477537437604,0.0
5.18858964014915,-0.3987398184800876,-0.8010377342489543,2.770105379922352,0.0
5.303989380667117,-0.5688127184401188,-0.9388805798779832,2.9023849140321687,0.0
5.422362354258477,-0.8425123922622864,-1.1044677334217172,2.9889073765945646,0.0
5.449854293738246,-0.9528169943996188,-1.1833202302781534,2.968663338879645,0.0
5.499669664297993,-1.2712156084662238,-1.3786632082891475,2.9032168607875763,0.0
5.556846831808178,-1.605073680816523,-1.5880967472507381,2.7407099278979477,0.0
5.554201741212118,-1.7112198741097278,-1.6740983764392399,2.663338879645036,0.0
5.476664764830637,-2.0348420240240737,-1.8134301574298455,2.8716028840820855,0.0
5.430670486670852,-2.256899710644042,-1.8143499721222567,2.696894065446478,0.0
5.42210467113607,-2.408572723800374,-1.7710373619369755,2.657792567942318,0.0
5.384407508399717,-2.615437172453846,-1.6483544813893547,2.5463117027176927,0.0
5.367525378404219,-2.8042672708867635,-1.4635976068289251,2.382418191902385,0.0
5.411686180963809,-2.9849353279560797,-1.320878421172431,2.324736550194121,0.0
5.4853183303669635,-3.3664489171286522,-1.132579876986171,2.5343871325568497,0.0
5.530394092836197,-3.449227563225362,-1.1263807755884818,2.6550194120909594,0.0
5.6466675417382906,-3.736007417019164,-1.2252993037156128,2.802828618968386,0.0
5.700371025555731,-4.126122600389849,-1.4321325081452108,2.9295618413754854,0.0
5.723384263502939,-4.280892888963801,-1.5599014863983605,2.8641153632834166,0.0
5.684448134560802,-4.530499416422616,-1.7105325896274561,2.90904048807543,0.0
5.63010827027215,-4.756563252550393,-1.8235940795975059,2.954242928452579,0.0
5.524740709345174,-5.095623048929834,-1.9598851699486046,2.97642817526345,0.0
5.4137694219426695,-5.3929587998356725,-1.9978101320749773,3.007210205213533,0.0
5.349247500213096,-5.6157208510454915,-1.9211174903733843,3.0055463117027177,0.0
5.263393776849709,-5.859243632677859,-1.7784756264503703,3.0199667221297837,0.0
5.278685607100531,-6.223363672714138,-1.5991425006673483,2.9226289517470883,0.0
5.271846356353709,-6.547640205612583,-1.3839119790629995,2.7512479201331117,0.0
5.3304130912189756,-6.89511986945312,-1.2435984070379065,2.8746533555185803,0.0
5.3304130912189756,-6.89511986945312,-1.2435984070379065,2.8746533555185803,0.0
5.4544845886869755,-7.537127550960815,-1.5407393938880953,2.952024403771492,0.0
5.447077219364536,-7.763199331383369,-1.6723725202798827,2.9597892401552968,0.0
5.414939908487752,-8.002589880061073,-1.7970724899667128,2.973100388241819,0.0
5.414939908487752,-8.002589880061073,-1.7970724899667128,2.973100388241819,0.0
5.248768594054448,-8.700733990878227,-1.9362350375471282,3.009983361064892,0.0
5.248768594054448,-8.700733990878227,-1.9362350375471282,3.009983361064892,0.0
5.166977997866784,-9.041101019453837,-1.7269959027534005,3.011924570160843,0.0
5.175778123656282,-9.596159697360605,-1.3787827136904645,2.8433166943982253,0.0
5.225203611146871,-9.80381383467035,-1.2741951576992165,2.8935108153078204,0.0
5.3379375720693405,-10.065366493738352,-1.1613831841277806,2.913477537437604,0.0
5.376542376697138,-10.115578025199138,-1.153682448332687,2.922906267332224,0.0
5.457003408638299,-10.433960571214055,-1.2528346401439567,2.9561841375485303,0.0
5.457003408638299,-10.433960571214055,-1.2528346401439567,2.9561841375485303,0.0
5.511531986376976,-10.779796091029588,-1.4767049800513399,2.820576816417083,0.0
5.426489184632274,-11.443868948817329,-1.882523830902341,2.925679423183583,0.0
5.31142712687171,-11.711345990625018,-1.8329789819231432,2.964503605102607,0.0
5.284947001697729,-12.02566796917239,-1.666655134736185,2.966722129783694,0.0
5.279316823326971,-12.147908130529302,-1.5670669363350258,2.787021630615641,0.0
5.28746774590075,-12.298509669777127,-1.4619072570223017,2.7457016084303936,0.0
5.330114334059051,-12.530781532621619,-1.3154388189586552,2.8333333333333335,0.0
5.409197494520783,-12.7721253483558,-1.2252051632029957,2.892401552967277,0.0
5.451648130114202,-12.936571675246402,-1.2033970656352304,2.9245701608430394,0.0
5.604703588930665,-13.543467996675712,-1.3559778900707882,2.994731003882418,0.0
5.6239686197233025,-13.8504194546559,-1.5440373364117168,2.9988907376594565,0.0
5.614945222223536,-13.917341859622251,-1.6212534448914246,2.9969495285635053,0.0
5.558200963100962,-14.289215086855895,-1.7838422538399628,2.9914032168607876,0.0
5.518026842360158,-14.388404700982097,-1.776517071725767,2.8885191347753745,0.0
5.488640164688549,-14.64963074459996,-1.6837478997806188,2.805601774819745,0.0
5.507408769734527,-14.92215225700251,-1.4687509484859305,2.5967831392124237,0.0
5.5449919484783345,-15.082261755821463,-1.424123964860557,2.478646699944537,0.0
5.570509071007187,-15.234153025090267,-1.4956467806731073,2.403771491957848,0.0
5.5664482389486505,-15.339032340116471,-1.5816882257950131,2.425124792013311,0.0
5.524463367448601,-15.538638948137681,-1.6832980312563863,2.593178036605657,0.0
5.37361028773947,-16.018342555036448,-1.8062533638001281,2.546034387132557,0.0
5.345851989969888,-16.098121669438108,-1.7681562080834674,2.6769273433166942,0.0
5.334845471674969,-16.37399669820035,-1.6052932503093011,2.6331114808652245,0.0
