X,Y,Theta,Speed,Steering
0.0,0.0,0.0,0.0,0.0
0.002513758472006625,0.0,0.00014754802653516114,0.21628707846560846,0.16422011852264407
0.04836483439197436,0.0012887591950753007,0.015440078660200621,0.7113400732121391,0.014426827430725112
0.13438675689361318,0.0008009180926497016,0.004931275931447855,1.0154800814986027,-0.00990182161331176
0.24507975734910556,-0.0002852548829508577,-0.0002863959633423681,1.2023310764872321,0.006566304713487629
0.37092363762068575,0.001384111097752379,0.009892381364082145,1.3171245708549868,0.025978686287999153
0.5060270664437287,0.005550672568645793,0.02192969266201666,1.3876489282444755,0.021413635648787024
0.6467297639890138,0.01222036143896187,0.04555011469808908,1.4309761656684579,0.06878589363768697
0.7904177451923643,0.026538940829764733,0.0807415101471102,1.4575946216499365,0.05510993287898601
0.9362083399122322,0.041538959089410486,0.09418479775628161,1.473947895963376,0.029104867787100377
1.0831818073985877,0.05789993461789846,0.1087433432755491,1.4839946688098804,0.032118538126815116
1.2308131550664756,0.07551963494176113,0.10768183710350243,1.490166988963913,-0.08672034586197697
1.3799619695280323,0.07695117920964377,0.03504839777545006,1.4939590062281562,0.005897820767131634
1.5293348082916807,0.08278211154563105,0.041203869883641636,1.4962886642130753,-0.055763405175821394
1.679022090212745,0.08182728544315297,0.005954945339516091,1.4977199093653255,-0.05101373921424966
1.8287454202678954,0.07721494897412635,-0.025605434136452023,1.4985992069699956,-0.0771775460769277
1.9782218080577154,0.06627883099334524,-0.05305313860753126,1.4991394109150449,0.060775930855197655
2.1280275622010576,0.07021549775729471,0.010118839345136306,1.499471289792796,0.07013198791619288
2.277757232496947,0.07845128092636494,0.04067992926478774,1.499675182397629,0.057893957489113745
2.4274996337818546,0.08656766975714447,0.044352915175363584,1.4998004455496179,-0.0018290838632083264
2.577370085039896,0.09180476385443631,0.04542791456795951,1.4998774020300112,0.04810658886864304
2.726717192937147,0.10559564313815206,0.07467462955710805,1.4999246808967848,0.020137749835026857
2.876466303121528,0.11383772929720191,0.054742467303569645,1.49995372706979,-0.03535030845593781
3.0264412857734446,0.11622506065586032,0.029289375967648464,1.4999715718326587,-0.028037349451538775
3.176376395901111,0.12029954022972303,0.0322347724101283,1.4999825349141558,0.013720981245757713
3.326006450571152,0.13047919263001695,0.06370979820271191,1.499989270176305,0.06081477004563887
3.4746346865442925,0.1504763044104878,0.11893962983115873,1.4999934080417607,0.10509134331482689
3.621845757793693,0.17922522480468484,0.16833040931305232,1.4999959501745168,0.005391623572200736
3.7702638975377734,0.2008594620161507,0.1502630983652299,1.4999975119553484,0.007949956007644634
3.9185982881170727,0.22307677871398454,0.14450478505591483,1.499998471448655,-0.04287788483110811
4.067864185478157,0.23780181418618715,0.10900344302259732,1.49999906092151,-0.06900655434830857
4.217646063029789,0.2445037939285995,0.05300131921700381,1.4999994230691607,-0.1425093611394558
4.367235392674919,0.234219332823412,-0.03954177745475131,1.499999645557643,-0.17343884509380628
4.515498745152559,0.21157671333075723,-0.11749393772901608,1.4999997822453301,-0.031339900700131894
4.664507081571197,0.19456491079446006,-0.11133425775759977,1.4999998662205707,-0.12403921733691288
4.810737161529246,0.1622930619039998,-0.2071215482414204,1.499999917811472,-0.20868366783059633
4.94961853235157,0.10594086886937323,-0.3425122011483774,1.4999999495067806,-0.2624045899768521
5.080078341067307,0.03207375212615762,-0.47043584639082103,1.4999999689790624,-0.2670990850160445
5.200437626554075,-0.05723117492874846,-0.5993133823044209,1.4999999809420237,-0.28856573828210064
5.30713663074334,-0.162494873256271,-0.7348185804819969,1.4999999882915704,-0.2901254690098247
5.3976017358694275,-0.2819178555104646,-0.8805009519528827,1.4999999928068268,-0.33198754968282984
5.465297791746671,-0.41553518228961706,-1.049857957399816,1.499999995580813,-0.3638005742531886
5.5089768909858075,-0.5589191527170776,-1.2133748552943004,1.499999997285035,-0.3023113016834791
5.539266157067803,-0.7057192825918979,-1.331202163181592,1.4999999983320382,-0.2966817142839698
5.550611468822256,-0.8552444319225438,-1.4488940993560606,1.4999999989752735,-0.2564624429879322
5.551805831289314,-1.0052225041533294,-1.5289801907591656,1.4999999993704507,-0.18769200449872683
5.547978869873084,-1.1551598610638143,-1.5790760267724369,1.499999999613231,-0.14623464646780826
5.539088549721997,-1.3048921563932112,-1.6112505417314178,1.4999999997623852,-0.08505339996439386
5.531448052717639,-1.454697152356878,-1.6184834296150092,1.4999999998540192,-0.048598591617853286
5.520174654192517,-1.6042275586469579,-1.6479897984288563,1.4999999999103153,-0.1157673379441653
5.496191656413458,-1.7522867071747747,-1.7037367497976974,1.4999999999449016,-0.02904876573187879
