Steering,Speed
-0.19010037183761597,1.5
0.39488105773925786,1.5
0.3727292537689209,1.5
0.3233599901199341,1.5
0.37743282318115234,1.5
0.286873197555542,1.5
0.21644341945648193,1.5
0.021281114220619204,1.5
-0.09039847254753114,1.5
-0.25791025161743164,1.5
-0.31004526615142824,1.5
-0.29635167121887207,1.5
-0.2800021171569824,1.5
-0.29222300052642824,1.5
-0.1936572551727295,1.5
-0.17059093713760376,1.5
-0.0013730862177908421,1.5
0.0290083646774292,1.5
0.17807863950729372,1.5
0.33327670097351075,1.5
0.31464467048645023,1.5
0.3519882678985596,1.5
0.29059967994689945,1.5
-0.019183608889579776,1.5
-0.05645805597305298,1.5
-0.3134786128997803,1.5
-0.29349603652954104,1.5
-0.322004508972168,1.5
-0.37432184219360354,1.5
-0.37755105495452884,1.5
-0.271931529045105,1.5
-0.23364906311035158,1.5
-0.10178136825561523,1.5
-0.06172932386398316,1.5
-0.1544237017631531,1.5
-0.17082382440567018,1.5
-0.11256744861602784,1.5
-0.2591136693954468,1.5
-0.2566385269165039,1.5
-0.14751641750335695,1.5
-0.26482980251312255,1.5
-0.2810604810714722,1.5
-0.14725103378295898,1.5
-0.046127894520759584,1.5
0.026177990436553958,1.5
0.12827322483062745,1.5
0.06276175379753113,1.5
0.17056463956832887,1.5
0.14700071811676027,1.5
0.07958526015281678,1.5
0.08949503898620606,1.5
0.06749275326728821,1.5
-0.014512352645397186,1.5
-0.12969741821289063,1.5
-0.056779015064239505,1.5
-0.0811086654663086,1.5
0.11503392457962036,1.5
-0.18458487987518313,1.5
-0.1277148962020874,1.5
-0.11518208980560303,1.5
-0.10317867994308472,1.5
-0.1120966911315918,1.5
-0.1115167260169983,1.5
-0.23112938404083253,1.5
-0.0828781008720398,1.5
-0.15208325386047364,1.5
-0.18288133144378663,1.5
0.033974689245224,1.5
-0.1846933364868164,1.5
-0.07497881054878235,1.5
0.3241008758544922,1.5
0.3587166547775269,1.2496994733810425
0.39692029953002933,1.5
0.3378412485122681,1.5
0.2765280485153198,1.3656848967075348
0.3455578088760376,1.5
-0.31748380661010744,1.5
-0.08396677970886231,1.5
-0.24062905311584473,1.5
-0.35634741783142093,1.5
-0.3800209999084473,1.5
-0.3838846206665039,1.5
-0.32661349773406984,1.5
-0.25092473030090334,1.5
-0.06349920630455018,1.5
-0.2900954484939575,1.5
0.11422663927078247,1.5
0.3754405736923218,1.5
0.37723822593688966,1.5
0.3924562692642212,1.5
0.3780752420425415,1.5
0.3771429300308228,1.5
0.350763487815857,1.5
-0.1275895953178406,1.5
-0.23621575832366945,1.5
-0.11415334939956666,1.5
-0.10040720701217652,1.5
-0.10033669471740723,1.5
-0.1719916582107544,1.5
-0.18922896385192872,1.5
-0.1454493284225464,1.5
-0.23583428859710695,1.5
-0.2814269304275513,1.5
-0.034231388568878175,1.5
-0.22125837802886963,1.5
-0.25186679363250736,1.5
0.3757649421691895,1.5
0.35241265296936036,1.5
0.395523738861084,1.5
0.392805290222168,1.5
0.38554995059967045,1.5
0.3923181533813477,1.5
0.3245780944824219,1.5
-0.33471968173980715,1.5
-0.1343748688697815,1.5
-0.1119232177734375,1.5
-0.33902175426483155,1.5
-0.38872570991516114,1.5
-0.3943145275115967,1.5
-0.3862126588821411,1.5
-0.3309969425201416,1.5
-0.2855515956878662,1.5
-0.03011011779308319,1.5
-0.10501748323440552,1.5
0.2282139539718628,1.5
0.38054966926574707,1.5
0.39243593215942385,1.5
0.33256371021270753,1.5
0.3878532886505127,1.5
0.35908231735229496,1.5
0.13723257780075074,1.3617998361587524
-0.2815903902053833,1.5
-0.00700150728225708,1.5
-0.16413118839263918,1.5
0.014736042916774751,1.5
0.029246035218238833,1.5
-0.22212295532226564,1.5
-0.17809325456619263,1.5
-0.2724596500396729,1.5
-0.2932583808898926,1.5
-0.28563292026519777,1.5
-0.2870272874832153,1.5
-0.15392247438430787,1.5
-0.20274052619934083,1.5
0.14639471769332887,1.5
0.33401217460632326,1.5
0.34155161380767823,1.5
0.3990055561065674,1.5
0.38493306636810304,1.5
0.36680943965911866,1.5
0.30394792556762695,1.5
-0.2883626699447632,1.5
-0.18469125032424927,1.5
-0.13295766115188598,1.5
-0.24479050636291505,1.5
-0.33563644886016847,1.5
-0.14546054601669312,1.5
-0.18696131706237795,1.5
